Well No,District,Tahsil / Taluk,Village,Latitude_decimal,Longitude_decimal,Latitude,Longitude,Date_standardized,Year,Month,Season,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,HAR_Total,SAR,HAR_Ca,RSC,Na%,TDS_Class,pH_Class,Total_Cations,Total_Anions,Ionic_Balance_Error
53261,Tiruppur,Avinasi,Sakarperiyapalayam,11.129167,77.405,"11°07'45""","77°24'18""",2016-07-04,2016,7,Monsoon,1455.0,37.0,32.0,121.5,244.0,86.0,475.0,194.0,0.0,274.5,0.05,8.0,2440.0,225.0,580.0,4.407943,80.0,0.0,43.48348,Brackish,Neutral,483.5,943.5,32.2354590049054
HP2CTR12,Tiruppur,Palladam,Samalapuram,11.233333,77.2,"11°14'00""","77°12'00""",2016-01-08,2016,1,Winter,1455.0,13.0,52.0,92.34,335.0,20.0,596.0,163.0,0.0,280.6,0.85,8.1,2530.0,230.0,510.0,6.454504,130.0,0.0,57.64862,Brackish,Neutral,499.34000000000003,1039.6,35.10598203958568
HP2CTR12,Tiruppur,Palladam,Samalapuram,11.233333,77.2,"11°14'00""","77°12'00""",2016-07-04,2016,7,Monsoon,2351.0,18.0,48.0,131.22,554.0,66.0,936.0,288.0,0.0,494.1,0.91,7.8,3900.0,405.0,660.0,9.382402,120.0,0.0,61.82224,Saline,Neutral,799.22,1718.1,36.50231198258465
MWSETR13,Tiruppur,Dharapuram,Sankarandampalayam,10.815278,77.606667,"10°48'55""","77°36'24""",2016-01-05,2016,1,Winter,1240.0,18.0,80.0,97.2,202.0,28.0,418.0,218.0,0.0,237.9,1.12,8.2,2150.0,195.0,600.0,3.588456,200.0,0.0,40.87998,Brackish,Neutral,407.2,873.9,36.42963078604324
MWSETR13,Tiruppur,Dharapuram,Sankarandampalayam,10.815278,77.606667,"10°48'55""","77°36'24""",2016-07-05,2016,7,Monsoon,1573.0,26.0,72.0,167.67,207.0,30.0,411.0,336.0,0.0,463.6,1.4,7.6,2720.0,380.0,870.0,3.053488,180.0,0.0,33.14968,Saline,Neutral,476.66999999999996,1210.6,43.498076774908576
63418,Tiruppur,Tiruppur,Semmandampalayam,10.925,77.408333,"10°55'30""","77°24'30""",2016-01-02,2016,1,Winter,243.0,7.0,20.0,21.87,32.0,4.0,50.0,20.0,1.22729,103.71,0.05,8.1,430.0,105.0,140.0,1.176865,50.0,0.0,32.4309,Fresh,Neutral,77.87,174.93729,38.395763824690334
63418,Tiruppur,Tiruppur,Semmandampalayam,10.925,77.408333,"10°55'30""","77°24'30""",2016-07-01,2016,7,Monsoon,102.0,1.0,16.0,12.15,4.0,0.1,18.0,5.0,0.817949,69.119,0.05,8.1,200.0,70.0,90.0,0.1834896,40.0,0.0,8.810411,Fresh,Neutral,32.25,92.936949,48.4770573009172
HP2CTR02,Tiruppur,Avinashi,Sevur,11.247222,77.241667,"11°14'50""","77°14'30""",2016-01-08,2016,1,Winter,1723.0,84.0,52.0,87.48,334.0,100.0,461.0,175.0,0.0,280.6,0.05,8.1,2690.0,230.0,490.0,6.565311,130.0,0.0,54.04945,Saline,Neutral,573.48,916.6,23.026951573069905
HP2CTR02,Tiruppur,Avinashi,Sevur,11.247222,77.241667,"11°14'50""","77°14'30""",2016-07-01,2016,7,Monsoon,1935.0,61.0,88.0,155.52,272.0,38.0,496.0,432.0,0.0,366.0,0.93,7.9,3000.0,300.0,860.0,4.035739,220.0,0.0,39.44795,Saline,Neutral,553.52,1294.0,40.07967437429635
63533,Tiruppur,Dharapuram,Sinukinaru,10.838889,77.551389,"10°50'20""","77°33'05""",2016-01-05,2016,1,Winter,936.0,37.0,36.0,85.05,145.0,16.0,209.0,144.0,18.0,237.9,1.24,8.3,1550.0,225.0,440.0,3.007643,90.0,0.0,40.66105,Brackish,Neutral,282.05,608.9,36.68556035692238
63533,Tiruppur,Dharapuram,Sinukinaru,10.838889,77.551389,"10°50'20""","77°33'05""",2016-07-05,2016,7,Monsoon,1131.0,46.0,54.0,115.425,124.0,16.0,255.0,144.0,0.0,439.2,1.26,7.7,1800.0,360.0,610.0,2.184477,135.0,0.0,29.9719,Brackish,Neutral,309.425,838.2,46.07559089423811
63576,Tiruppur,Kangayam,Sivanmalai,11.0375,77.527778,"11°02'15""","77°31'40""",2016-01-04,2016,1,Winter,878.0,36.0,36.0,51.03,190.0,9.0,305.0,53.0,0.0,152.5,0.33,8.2,1450.0,125.0,300.0,4.773233,90.0,0.0,57.03437,Brackish,Neutral,286.03,510.5,28.18098502253525
63576,Tiruppur,Kangayam,Sivanmalai,11.0375,77.527778,"11°02'15""","77°31'40""",2016-07-05,2016,7,Monsoon,1449.0,56.0,68.0,153.09,164.0,14.0,440.0,228.0,0.0,268.4,0.05,7.7,2350.0,220.0,800.0,2.522821,170.0,0.0,30.37819,Brackish,Neutral,399.09000000000003,936.4,40.233172842926564
53271,Tiruppur,Avinasi,Thalapathi,11.199722,77.438889,"11°11'59""","77°26'20""",2016-01-05,2016,1,Winter,894.0,32.0,34.0,69.255,161.0,13.0,156.0,201.0,0.0,231.8,1.4,8.2,1470.0,190.0,370.0,3.641823,85.0,0.0,47.53926,Brackish,Neutral,277.255,588.8,35.972888557886044
53271,Tiruppur,Avinasi,Thalapathi,11.199722,77.438889,"11°11'59""","77°26'20""",2016-07-04,2016,7,Monsoon,886.0,18.0,18.0,64.395,188.0,17.0,89.0,250.0,12.0,335.5,1.32,8.5,1480.0,295.0,310.0,4.645578,45.0,0.0,55.21804,Brackish,Neutral,287.395,686.5,40.98029048306029
HP2CTR04,Tiruppur,Avinashi,Thathanur,11.305556,77.277778,"11°18'20""","77°16'40""",2016-01-08,2016,1,Winter,297.0,10.0,34.0,25.515,21.0,4.0,46.0,86.0,0.700994,59.2361,0.05,8.1,480.0,60.0,190.0,0.6630043,85.0,0.0,18.98233,Fresh,Neutral,84.515,191.937094,38.85739928596815
HP2CTR04,Tiruppur,Avinashi,Thathanur,11.305556,77.277778,"11°18'20""","77°16'40""",2016-07-01,2016,7,Monsoon,692.0,9.0,48.0,57.105,115.0,12.0,152.0,96.0,0.0,347.7,0.33,8.1,1240.0,285.0,355.0,2.655934,120.0,0.0,40.3287,Brackish,Neutral,232.105,595.7,43.922783747380116
HP2ETR27,Tiruppur,Dharapuram,Thoorampadi,10.851389,77.675,"10°51'05""","77°40'30""",2016-01-05,2016,1,Winter,644.0,8.0,24.0,18.225,194.0,2.0,103.0,59.0,24.0,366.0,1.02,8.3,1120.0,340.0,135.0,7.266204,60.0,4.101798,75.43089,Brackish,Neutral,238.225,552.0,39.70704546173558
HP2ETR27,Tiruppur,Dharapuram,Thoorampadi,10.851389,77.675,"10°51'05""","77°40'30""",2016-07-06,2016,7,Monsoon,1151.0,16.0,44.0,114.21,202.0,9.0,510.0,48.0,0.0,305.0,1.24,7.9,2060.0,250.0,580.0,3.649358,110.0,0.0,42.63103,Brackish,Neutral,369.21,863.0,40.07352642812508
HP2ETR25 A,Tiruppur,Dharapuram,Thoppampatti,10.781111,77.463056,"10°46'52""","77°27'47""",2016-01-05,2016,1,Winter,922.0,8.0,26.0,47.385,216.0,5.0,167.0,305.0,0.0,244.0,0.65,8.2,1470.0,200.0,260.0,5.828655,65.0,0.0,63.82756,Brackish,Neutral,294.385,716.0,41.728153129747575
HP2ETR25 A,Tiruppur,Dharapuram,Thoppampatti,10.781111,77.463056,"10°46'52""","77°27'47""",2016-07-06,2016,7,Monsoon,2224.0,45.0,136.0,199.26,294.0,20.0,631.0,576.0,0.0,335.5,0.85,7.8,3650.0,275.0,1160.0,3.756086,340.0,0.0,35.05219,Saline,Neutral,649.26,1542.5,40.754462167390585
63820A,Tiruppur,Madathukulam,Thungavi,10.626111,77.329444,"10°37'34""","77°19'46""",2016-01-21,2016,1,Winter,1066.0,23.0,16.0,57.105,205.0,98.0,248.0,219.0,12.0,219.6,0.12,8.3,1690.0,200.0,275.0,5.378367,40.0,0.0,52.69777,Brackish,Neutral,376.105,698.6,30.007769573976116
63820A,Tiruppur,Madathukulam,Thungavi,10.626111,77.329444,"10°37'34""","77°19'46""",2016-07-05,2016,7,Monsoon,1055.0,3.0,28.0,54.675,280.0,0.1,312.0,240.0,0.0,256.2,0.16,8.3,1810.0,210.0,295.0,7.093224,70.0,0.0,67.36983,Brackish,Neutral,362.77500000000003,808.2,38.03881380900531
63811,Tiruppur,Udumalpet,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2016-01-21,2016,1,Winter,411.0,6.0,16.0,23.085,96.0,5.0,106.0,48.0,1.34984,143.6,0.61,8.0,700.0,145.0,135.0,3.595197,40.0,0.0,59.63896,Fresh,Neutral,140.085,298.94984,36.18501893836033
63811,Tiruppur,Udumalpet,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2016-07-05,2016,7,Monsoon,564.0,22.0,14.0,25.515,92.0,51.0,106.0,115.0,0.0,122.0,0.39,8.0,810.0,100.0,140.0,3.38318,35.0,0.0,49.37768,Brackish,Neutral,182.515,343.0,30.538614501964744
HP2ETR21,Tiruppur,Kangayam,Uthiyur,10.888889,77.529167,"10°53'20""","77°31'45""",2016-01-05,2016,1,Winter,972.0,32.0,42.0,55.89,182.0,35.0,255.0,192.0,0.0,134.2,0.36,8.1,1550.0,110.0,335.0,4.326868,105.0,0.0,51.05213,Brackish,Neutral,314.89,581.2,29.719113035520987
63532,Tiruppur,Kangayam,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2016-01-06,2016,1,Winter,3001.0,92.0,240.0,194.4,400.0,8.0,989.0,720.0,0.0,79.3,0.05,7.8,4560.0,65.0,1400.0,4.652248,600.0,0.0,38.17451,Saline,Neutral,842.4,1788.3,35.95620937393089
63532,Tiruppur,Kangayam,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2016-07-05,2016,7,Monsoon,498.0,3.0,44.0,68.04,35.0,8.0,131.0,62.0,1.66726,223.29,0.57,7.9,950.0,225.0,390.0,0.7711677,110.0,0.0,15.98889,Fresh,Neutral,155.04000000000002,417.95725999999996,45.884557982005006
HP2ETR21,Tiruppur,Kangayam,Uthiyur,10.888889,77.529167,"10°53'20""","77°31'45""",2016-07-06,2016,7,Monsoon,1001.0,37.0,36.0,98.415,143.0,31.0,241.0,134.0,0.0,305.0,0.37,7.6,1690.0,250.0,495.0,2.796467,90.0,0.0,36.78833,Brackish,Neutral,308.415,680.0,37.594026800483604
63571,Tiruppur,Kangayam,Vavipalayam,11.070833,77.608333,"11°04'15""","77°36'30""",2016-01-06,2016,1,Winter,1305.0,48.0,88.0,94.77,169.0,88.0,454.0,72.0,0.0,256.2,0.66,8.1,2180.0,210.0,610.0,2.977582,220.0,0.0,33.73315,Brackish,Neutral,439.77,782.2,28.022782883376845
63571,Tiruppur,Kangayam,Vavipalayam,11.070833,77.608333,"11°04'15""","77°36'30""",2016-07-05,2016,7,Monsoon,980.0,25.0,38.0,91.125,120.0,74.0,266.0,144.0,0.0,268.4,0.5,8.0,1650.0,220.0,470.0,2.40833,95.0,0.0,31.62074,Brackish,Neutral,323.125,678.4,35.47340306033299
HP2CTR19,Tiruppur,Tiruppur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2016-01-08,2016,1,Winter,466.0,6.0,30.0,42.525,72.0,7.0,128.0,54.0,3.21995,171.68,0.64,8.3,830.0,175.0,250.0,1.981446,75.0,0.0,37.69968,Fresh,Neutral,151.525,356.89995,40.39434925449666
HP2CTR19,Tiruppur,Tiruppur,Veerapandi,11.079167,77.35,"11°04'45""","77°21'00""",2016-07-01,2016,7,Monsoon,64.0,1.0,10.0,6.075,2.0,0.1,11.0,8.0,0.586009,39.3348,0.05,8.2,110.0,40.0,50.0,0.1230944,25.0,0.0,7.992188,Fresh,Neutral,18.175,58.920809,52.85087416360077
HP2ETR29,Tiruppur,Dharapuram,Velampoondi,10.811111,77.870833,"10°48'40""","77°52'15""",2016-01-05,2016,1,Winter,958.0,6.0,26.0,19.44,256.0,76.0,340.0,86.0,6.0,244.0,0.58,8.3,1600.0,210.0,145.0,9.251883,65.0,1.30227,69.6989,Brackish,Neutral,377.44,676.0,28.341433778857837
HP2ETR29,Tiruppur,Dharapuram,Velampoondi,10.811111,77.870833,"10°48'40""","77°52'15""",2016-07-06,2016,7,Monsoon,947.0,8.0,36.0,52.245,196.0,51.0,213.0,154.0,0.0,414.8,0.48,7.9,1590.0,340.0,305.0,4.88342,90.0,0.7034063,53.53334,Brackish,Neutral,335.245,781.8,39.976455738130504
63542,Tiruppur,Kangayam,Vellakoil,10.944444,77.715278,"10°56'40""","77°42'55""",2016-01-04,2016,1,Winter,662.0,5.0,26.0,35.235,151.0,17.0,149.0,125.0,12.0,250.1,0.82,8.4,1120.0,225.0,210.0,4.534093,65.0,0.3025243,58.6447,Brackish,Neutral,229.235,536.1,40.09551372928195
63542,Tiruppur,Kangayam,Vellakoil,10.944444,77.715278,"10°56'40""","77°42'55""",2016-07-05,2016,7,Monsoon,886.0,15.0,24.0,64.395,179.0,21.0,262.0,144.0,0.0,250.1,0.76,8.2,1480.0,205.0,325.0,4.320049,60.0,0.0,52.53823,Brackish,Neutral,288.395,656.1,38.93138661401066
HP1CTR05(A),Tiruppur,Palladam,Venkidapuram,10.765278,77.273889,"10°45'55""","77°16'26""",2016-01-08,2016,1,Winter,873.0,41.0,52.0,72.9,133.0,4.0,319.0,60.0,0.0,103.7,0.62,7.6,1450.0,85.0,430.0,2.790859,130.0,0.0,39.94923,Brackish,Neutral,261.9,482.7,29.65350523771153
HP1CTR05(A),Tiruppur,Palladam,Venkidapuram,10.765278,77.273889,"10°45'55""","77°16'26""",2016-07-05,2016,7,Monsoon,2854.0,11.0,104.0,121.5,694.0,9.0,709.0,1056.0,0.0,219.6,0.93,7.4,4560.0,180.0,760.0,10.95438,260.0,0.0,66.19213,Saline,Neutral,928.5,1984.6,36.253475678830114
MWSETR06,Tiruppur,Avinashi,Virumandempalayam,11.212778,77.394722,"11°12'46""","77°23'41""",2016-01-05,2016,1,Winter,231.0,0.1,22.0,13.365,34.0,1.0,39.0,78.0,0.817949,69.119,0.05,8.1,370.0,70.0,110.0,1.410833,55.0,0.0,39.94717,Fresh,Neutral,70.36500000000001,186.936949,45.30550563377192
MWSETR06,Tiruppur,Avinashi,Virumandempalayam,11.212778,77.394722,"11°12'46""","77°23'41""",2016-07-04,2016,7,Monsoon,2362.0,60.0,80.0,145.8,398.0,94.0,638.0,480.0,30.0,463.6,1.34,8.6,3570.0,430.0,800.0,6.122649,200.0,0.0,48.48469,Saline,Alkaline,717.8,1611.6,38.370395810079856
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2000-02-28,2000,2,Winter,377.0,3.0,20.0,50.4,39.0,20.0,53.0,14.0,30.0,244.5,0.65,8.3,690.0,275.0,260.0,2.883882,50.0,0.0,39.92708,Fresh,Neutral,129.4,341.5,45.041410065831386
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2000-07-12,2000,7,Monsoon,311.0,4.0,40.0,28.8,16.0,23.0,39.0,17.0,24.0,185.6,1.3,8.5,560.0,210.0,220.0,2.883882,100.0,0.0,39.92708,Fresh,Neutral,107.8,265.6,42.26031065881092
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2001-07-27,2001,7,Monsoon,725.1,8.0,50.0,53.144999999999996,64.0,16.0,71.0,269.0,0.0,238.15,0.79,8.3,910.0,155.0,315.0,2.883882,150.0,0.0,87.18396,Brackish,Neutral,183.14499999999998,578.15,51.88593120932096
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2005-07-12,2005,7,Monsoon,1046.0,9.0,24.0,36.45,311.0,3.0,234.0,240.0,0.0,317.2,0.53,7.6,1710.0,260.0,210.0,9.338243,60.0,1.002211,75.99181,Brackish,Neutral,374.45,791.2,35.752584394972764
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2006-01-14,2006,1,Winter,634.0,18.0,60.0,60.75,74.0,14.0,121.0,38.0,0.0,372.1,0.65,7.7,1180.0,305.0,400.0,1.610085,150.0,0.0,27.81997,Brackish,Neutral,208.75,531.1,43.56964249510036
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2006-07-11,2006,7,Monsoon,870.0,2.0,104.0,59.535,87.0,17.0,99.0,384.0,0.0,219.6,0.65,7.7,1440.0,180.0,505.0,1.684892,260.0,0.0,26.44834,Brackish,Neutral,267.53499999999997,702.6,44.84582042705397
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2007-01-05,2007,1,Winter,595.0,17.0,34.0,55.89,97.0,15.0,89.0,27.0,0.0,402.6,0.52,8.0,1070.0,330.0,315.0,2.378072,85.0,0.3033049,38.7133,Brackish,Neutral,201.89,518.6,43.957584421713
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2011-07-08,2011,7,Monsoon,1310.0,38.0,64.0,43.74,329.0,37.0,532.0,21.0,0.0,231.8,0.8,8.0,2160.0,190.0,340.0,7.764952,160.0,0.0,64.90047,Brackish,Neutral,473.74,784.8,24.715940693184162
HP2CBE21,Tirupur,Tirupur,Alagumalai,11.0125,77.45,"11°00'45""","77°27'00""",2012-01-03,2012,1,Winter,965.0,29.0,108.0,80.19,99.0,14.0,340.0,131.0,6.0,122.0,0.37,8.5,1620.0,110.0,600.0,1.758873,270.0,0.0,25.85917,Brackish,Neutral,301.19,599.0,33.08301580777391
HP2CBE03,Tirupur,Avinashi,Alathur,11.291667,77.166667,"11°17'30""","77°10'00""",2000-01-25,2000,1,Winter,790.0,14.0,78.0,37.2,133.0,27.0,142.0,96.0,0.0,213.5,0.6,8.0,1300.0,350.0,350.0,2.883882,195.0,0.0,39.92708,Brackish,Neutral,275.2,451.5,24.2603550295858
HP2CBE03,Tirupur,Avinashi,Alathur,11.291667,77.166667,"11°17'30""","77°10'00""",2000-07-12,2000,7,Monsoon,726.0,6.0,100.0,58.8,23.0,86.0,152.0,52.0,0.0,228.75,0.63,8.2,1300.0,375.0,495.0,2.883882,250.0,0.0,39.92708,Brackish,Neutral,267.8,432.75,23.545785454285916
HP2CBE03,Tirupur,Avinashi,Alathur,11.291667,77.166667,"11°17'30""","77°10'00""",2002-07-16,2002,7,Monsoon,436.0,0.05,14.0,66.825,44.0,23.0,74.0,28.0,2.839836,302.1102,0.6,8.0,850.0,305.0,310.0,1.087233,35.0,0.0,21.99953,Fresh,Neutral,147.825,406.950036,46.708128373678306
HP2CBE03,Tirupur,Avinashi,Alathur,11.291667,77.166667,"11°17'30""","77°10'00""",2014-01-03,2014,1,Winter,137.0,0.0,18.0,10.0,21.0,2.0,21.0,10.0,0.0,110.0,0.01,8.0,240.0,90.0,85.0,0.9846623,45.0,0.08187303,34.01067,Fresh,Neutral,51.0,141.0,46.875
MSW33,Tirupur,avinashi,Ammapalayam,11.151389,77.3125,"11°09'05""","77°18'45""",2011-01-13,2011,1,Winter,548.0,15.0,26.0,63.18,60.0,16.0,113.0,115.0,24.0,134.2,1.54,8.6,890.0,150.0,325.0,1.44808,65.0,0.0,27.42726,Brackish,Alkaline,165.18,386.2,40.0848779426167
MSW33,Tirupur,avinashi,Ammapalayam,11.151389,77.3125,"11°09'05""","77°18'45""",2011-07-09,2011,7,Monsoon,1065.0,19.0,32.0,85.05,230.0,20.0,418.0,38.0,12.0,286.7,1.43,8.3,1860.0,255.0,430.0,4.825823,80.0,0.0,52.34775,Brackish,Neutral,367.05,754.7,34.55761087586361
MSW33,Tirupur,avinashi,Ammapalayam,11.151389,77.3125,"11°09'05""","77°18'45""",2012-01-03,2012,1,Winter,410.0,1.0,24.0,58.32,51.0,3.0,78.0,29.0,7.789611,262.0523,0.8,8.5,750.0,270.0,300.0,1.281128,60.0,0.0,26.75371,Fresh,Neutral,136.32,376.841911,46.870569667046084
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1987-01-01,1987,1,Winter,614.0,9.0,20.0,45.0,143.0,0.0,78.0,69.0,54.0,329.0,1.2,8.5,1140.0,225.0,235.0,4.057127,105.0,2.49169,56.95485,Brackish,Neutral,208.0,530.0,43.63143631436314
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1987-07-01,1987,7,Monsoon,1133.0,3.0,16.0,68.0,290.0,29.0,264.0,199.0,72.0,366.0,1.2,8.7,1980.0,225.0,320.0,7.054888,105.0,2.005174,63.86966,Brackish,Alkaline,403.0,901.0,38.190184049079754
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1988-01-01,1988,1,Winter,1508.0,50.0,72.0,132.0,327.0,48.0,538.0,34.0,54.0,159.0,1.2,8.8,2990.0,225.0,725.0,5.29074,105.0,0.0,47.56055,Saline,Alkaline,579.0,785.0,15.102639296187684
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1988-07-01,1988,7,Monsoon,481.0,1.0,12.0,49.0,81.0,37.0,63.0,42.0,72.0,238.0,1.2,8.9,900.0,225.0,230.0,2.315419,105.0,1.670174,38.7151,Fresh,Alkaline,179.0,415.0,39.73063973063973
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1989-01-01,1989,1,Winter,527.0,6.8,28.0,26.0,138.0,16.0,53.0,29.0,60.0,354.0,1.2,8.5,990.0,225.0,175.0,4.513903,105.0,4.265695,60.33609,Brackish,Neutral,208.0,496.0,40.909090909090914
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1989-07-01,1989,7,Monsoon,535.0,6.8,26.0,74.0,74.0,13.0,75.0,38.0,0.0,470.0,1.2,7.8,1100.0,225.0,370.0,1.674877,105.0,0.317091,29.4275,Brackish,Neutral,187.0,583.0,51.42857142857142
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1990-01-01,1990,1,Winter,421.0,6.8,14.0,41.0,90.0,12.0,60.0,10.0,90.0,207.0,1.2,8.7,830.0,225.0,205.0,2.743429,105.0,2.320534,47.19921,Fresh,Alkaline,157.0,367.0,40.0763358778626
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1991-01-01,1991,1,Winter,581.0,7.0,22.0,44.0,122.0,27.0,117.0,14.0,48.0,311.0,1.2,8.6,1070.0,225.0,235.0,3.454892,105.0,1.979124,49.52205,Brackish,Alkaline,215.0,490.0,39.00709219858156
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1991-07-01,1991,7,Monsoon,540.0,6.8,16.0,50.0,83.0,16.0,57.0,114.0,42.0,323.0,1.2,8.7,860.0,225.0,245.0,2.303513,105.0,1.781525,40.41806,Brackish,Alkaline,165.0,536.0,52.92439372325249
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1992-01-01,1992,1,Winter,434.0,6.8,16.0,43.0,85.0,16.0,57.0,34.0,30.0,305.0,1.2,8.6,840.0,225.0,215.0,2.510797,105.0,1.662495,43.78931,Fresh,Alkaline,160.0,426.0,45.39249146757679
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1992-07-01,1992,7,Monsoon,424.0,6.8,8.0,44.0,92.0,12.0,64.0,34.0,39.0,262.0,1.2,9.2,830.0,225.0,200.0,2.822671,105.0,1.574623,48.04865,Fresh,Alkaline,156.0,399.0,43.78378378378379
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1993-01-01,1993,1,Winter,2157.0,45.0,64.0,178.0,453.0,0.0,666.0,370.0,36.0,384.0,1.2,8.6,3730.0,225.0,890.0,6.59731,105.0,0.0,52.48135,Saline,Alkaline,695.0,1456.0,35.378893537889354
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1993-07-01,1993,7,Monsoon,471.0,6.8,32.0,37.0,104.0,0.0,64.0,48.0,0.0,372.0,1.2,8.2,910.0,225.0,230.0,2.96947,105.0,1.455954,49.35703,Fresh,Neutral,173.0,484.0,47.336377473363775
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1994-01-01,1994,1,Winter,2736.0,126.0,80.0,68.0,559.0,230.0,720.0,408.0,18.0,189.0,1.2,8.2,3970.0,225.0,480.0,11.10525,105.0,0.0,61.11523,Saline,Neutral,937.0,1335.0,17.517605633802816
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1994-07-01,1994,7,Monsoon,572.0,20.0,40.0,41.0,131.0,8.0,110.0,24.0,48.0,165.0,1.2,8.2,920.0,225.0,270.0,3.477475,105.0,0.0,50.54808,Brackish,Neutral,220.0,347.0,22.39858906525573
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1995-01-01,1995,1,Winter,715.0,31.0,44.0,56.0,90.0,20.0,124.0,48.0,36.0,320.0,1.2,8.2,1090.0,225.0,340.0,2.122473,105.0,0.0,34.85926,Brackish,Neutral,210.0,528.0,43.08943089430895
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1995-07-01,1995,7,Monsoon,520.0,6.0,16.0,79.0,62.0,12.0,181.0,38.0,30.0,153.0,1.2,8.6,1060.0,225.0,365.0,1.411672,105.0,0.0,26.17545,Brackish,Alkaline,169.0,402.0,40.80560420315236
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1996-01-01,1996,1,Winter,588.0,6.8,16.0,26.0,166.0,16.0,92.0,86.0,12.0,348.0,1.2,8.2,910.0,225.0,145.0,5.957512,105.0,3.16621,68.3265,Brackish,Neutral,224.0,538.0,41.20734908136483
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",1996-07-01,1996,7,Monsoon,593.0,1.0,84.0,40.0,71.0,16.0,92.0,67.0,0.0,433.0,1.2,8.2,1060.0,225.0,375.0,1.596558,105.0,0.0,28.12404,Brackish,Neutral,211.0,592.0,47.447073474470734
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",2001-01-21,2001,1,Winter,588.0,7.3,28.0,49.0,92.0,16.0,82.0,48.0,30.0,320.0,1.2,8.8,760.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Alkaline,185.0,480.0,44.3609022556391
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",2001-04-22,2001,4,Summer,588.0,25.0,28.0,49.0,92.0,16.0,53.0,48.0,30.0,320.0,1.2,8.3,550.0,225.0,350.0,2.883882,105.0,0.0,39.92708,Brackish,Neutral,185.0,451.0,41.82389937106918
63534,Tirupur,Dharapuram,Anaipudur,10.875,77.598611,"10°52'30""","77°35'55""",2001-07-30,2001,7,Monsoon,695.7,2.0,26.0,42.0,154.0,78.0,67.0,53.0,0.0,265.35,1.14,8.2,1050.0,435.0,240.0,4.344988,65.0,0.0,49.81423,Brackish,Neutral,300.0,385.35,12.453490917049685
